Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,8,0,6,8,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,13,0,12,13,0,0,9
70.0,24,14,0,15,14,0,0,11
80.0,24,14,0,18,14,0,0,14
90.0,32,14,0,22,14,0,0,14
100.0,32,18,0,23,18,0,0,14
110.0,36,20,1,26,19,0,1,16
120.0,36,24,2,29,22,0,2,19
130.0,44,25,3,33,22,0,3,22
140.0,44,28,3,33,25,0,3,22
150.0,48,33,5,36,28,0,5,25
160.0,48,34,6,39,28,0,6,28
170.0,56,36,6,40,30,0,6,29
180.0,56,39,7,41,32,0,7,30
190.0,60,44,9,41,36,1,8,30
200.0,60,45,14,43,32,1,13,32
210.0,60,48,16,43,33,1,15,32
220.0,60,48,17,44,32,1,16,33
230.0,60,48,17,45,32,1,16,34
240.0,60,48,17,46,32,1,16,35
250.0,60,48,18,46,31,1,17,35
260.0,60,48,18,46,31,1,17,35
270.0,60,48,18,46,31,1,17,35
280.0,60,48,18,47,31,1,17,36
290.0,60,48,18,47,31,1,17,36
300.0,60,48,18,48,31,1,17,37
310.0,60,48,18,49,31,1,17,37
