Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,7,0,8,7,0,0,5
60.0,20,10,0,12,10,0,0,7
70.0,24,12,2,13,10,0,2,7
80.0,24,13,2,18,11,0,2,12
90.0,32,13,2,22,11,0,2,13
100.0,32,17,2,23,15,0,2,13
110.0,36,19,4,25,15,0,4,14
120.0,36,22,4,28,18,0,4,17
130.0,44,25,4,32,21,0,4,21
140.0,44,31,5,32,26,0,5,21
150.0,48,31,8,35,23,0,8,24
160.0,48,35,8,37,27,0,8,26
170.0,56,36,10,38,26,0,10,27
180.0,56,39,11,39,28,0,11,28
190.0,60,45,12,40,33,0,12,29
200.0,60,47,15,41,32,0,15,30
210.0,60,49,17,44,32,0,17,33
220.0,60,49,19,44,30,0,19,33
230.0,60,49,19,46,30,0,19,35
240.0,60,49,19,47,30,0,19,36
250.0,60,49,19,47,30,0,19,36
260.0,60,49,19,48,30,0,19,37
270.0,60,49,19,49,30,0,19,38
280.0,60,49,19,50,30,0,19,39
290.0,60,49,19,51,30,0,19,40
300.0,60,49,19,52,30,0,19,41
310.0,60,49,19,52,30,0,19,41
