Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,3,7,0,0,2
40.0,12,7,0,6,7,0,0,5
50.0,20,9,0,8,9,0,0,5
60.0,20,11,0,11,11,0,0,8
70.0,24,14,1,14,13,0,1,10
80.0,24,15,2,17,13,0,2,13
90.0,32,16,2,20,14,0,2,14
100.0,32,21,3,21,18,0,3,14
110.0,36,22,4,23,18,0,4,15
120.0,36,26,7,24,19,0,7,16
130.0,44,27,8,26,19,0,8,18
140.0,44,30,9,26,21,0,9,18
150.0,48,34,11,29,23,0,11,21
160.0,48,38,13,30,25,0,13,22
170.0,56,39,15,32,24,0,15,24
180.0,56,43,18,32,25,0,18,24
190.0,60,47,21,32,27,1,20,24
200.0,60,47,22,36,26,1,21,28
210.0,60,51,24,36,28,1,23,28
220.0,60,51,25,39,27,1,24,31
230.0,60,51,26,39,26,1,25,31
240.0,60,51,26,42,26,1,25,34
250.0,60,51,26,44,26,1,25,36
260.0,60,51,26,44,26,1,25,36
270.0,60,51,26,46,26,1,25,38
280.0,60,51,26,47,26,1,25,39
290.0,60,51,26,47,26,1,25,39
300.0,60,51,26,49,26,1,25,41
310.0,60,51,26,50,26,1,25,42
