Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,8,0,12,8,0,0,8
70.0,24,13,2,13,11,0,2,8
80.0,24,16,4,14,12,0,4,9
90.0,32,19,6,17,13,0,6,12
100.0,32,25,6,18,19,0,6,13
110.0,36,26,6,20,20,0,6,15
120.0,36,30,10,23,20,0,10,18
130.0,44,31,14,24,17,0,14,19
140.0,44,37,14,24,23,0,14,19
150.0,48,39,20,24,19,0,20,19
160.0,48,40,21,25,19,0,21,20
170.0,56,42,24,25,18,0,24,20
180.0,56,46,25,27,21,0,25,22
190.0,60,51,26,28,25,0,26,23
200.0,60,53,31,33,22,0,31,28
210.0,60,55,33,35,22,0,33,30
220.0,60,55,35,36,20,0,35,31
230.0,60,55,35,37,20,0,35,32
240.0,60,55,35,38,20,0,35,33
250.0,60,55,35,41,20,0,35,36
260.0,60,55,35,41,20,0,35,36
270.0,60,55,35,45,20,0,35,40
280.0,60,55,35,48,20,0,35,43
290.0,60,55,35,50,20,0,35,45
300.0,60,55,35,53,20,0,35,48
310.0,60,55,35,54,20,0,35,49
