Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,6,0,2,6,0,0,1
40.0,12,8,2,4,7,1,1,3
50.0,20,10,2,5,9,1,1,4
60.0,20,14,2,7,13,1,1,6
70.0,24,17,4,10,14,1,3,9
80.0,24,20,7,12,14,1,6,11
90.0,32,21,7,14,15,1,6,13
100.0,32,28,8,15,21,1,7,14
110.0,36,29,11,15,19,1,10,14
120.0,36,32,16,17,17,1,15,16
130.0,44,34,17,20,18,1,16,19
140.0,44,39,18,20,22,1,17,19
150.0,48,40,22,22,19,1,21,21
160.0,48,42,23,25,20,1,22,23
170.0,56,45,23,28,23,1,22,26
180.0,56,51,25,29,27,1,24,27
190.0,60,53,27,30,27,1,26,28
200.0,60,56,32,34,25,1,31,32
210.0,60,57,32,35,26,1,31,33
220.0,60,58,35,37,24,1,34,35
230.0,60,58,35,37,24,1,34,35
240.0,60,58,35,40,24,1,34,38
250.0,60,58,35,42,24,1,34,40
260.0,60,58,35,43,24,1,34,41
270.0,60,58,35,45,24,1,34,43
280.0,60,58,35,48,24,1,34,46
290.0,60,58,35,48,24,1,34,46
300.0,60,58,35,49,24,1,34,47
310.0,60,58,35,49,24,1,34,47
