Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,7,0,6,7,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,10,0,12,10,0,0,8
70.0,24,12,0,14,12,0,0,8
80.0,24,12,0,18,12,0,0,12
90.0,32,12,0,22,12,0,0,12
100.0,32,16,0,23,16,0,0,12
110.0,36,18,0,25,18,0,0,13
120.0,36,18,0,30,18,0,0,18
130.0,44,20,1,33,19,0,1,19
140.0,44,23,1,34,22,0,1,19
150.0,48,27,4,38,24,1,3,23
160.0,48,30,4,38,27,1,3,23
170.0,56,31,5,39,27,1,4,24
180.0,56,35,7,40,29,1,6,25
190.0,60,40,10,40,31,1,9,25
200.0,60,41,13,42,29,1,12,27
210.0,60,44,13,42,32,1,12,27
220.0,60,44,18,43,27,1,17,28
230.0,60,44,19,43,26,1,18,28
240.0,60,44,19,43,26,1,18,28
250.0,60,44,19,43,26,1,18,28
260.0,60,44,19,44,26,1,18,29
270.0,60,44,19,47,26,1,18,31
280.0,60,44,19,47,26,1,18,31
290.0,60,44,19,47,26,1,18,31
300.0,60,44,19,49,26,1,18,33
310.0,60,44,19,50,26,1,18,34
