Duration,Total_Number_Of_Vehicle,Total_Adjusted_Car,Total_Collided_Car,Total_Passed_Car,Total_AdjustedNot_CollidedCar,totalCollidedNotAdjustedCar,totalAdjustedButCollidedCar,totalAdjustedAndPassedCar
10.0,8,0,0,0,0,0,0,0
20.0,8,4,0,0,4,0,0,0
30.0,12,7,0,2,7,0,0,1
40.0,12,8,0,6,8,0,0,5
50.0,20,8,0,8,8,0,0,5
60.0,20,11,0,12,11,0,0,8
70.0,24,13,2,14,12,1,1,10
80.0,24,14,2,16,13,1,1,12
90.0,32,15,3,19,13,1,2,13
100.0,32,20,3,20,18,1,2,13
110.0,36,21,5,22,17,1,4,14
120.0,36,24,7,25,18,1,6,17
130.0,44,27,10,26,18,1,9,18
140.0,44,31,10,28,22,1,9,20
150.0,48,35,16,29,20,1,15,21
160.0,48,36,16,31,21,1,15,23
170.0,56,39,18,32,22,1,17,24
180.0,56,42,18,33,25,1,17,25
190.0,60,47,21,34,27,1,20,26
200.0,60,48,24,39,25,1,23,30
210.0,60,51,26,39,26,1,25,30
220.0,60,51,28,40,24,1,27,31
230.0,60,51,28,41,24,1,27,32
240.0,60,51,28,43,24,1,27,34
250.0,60,51,28,45,24,1,27,36
260.0,60,51,28,45,24,1,27,36
270.0,60,51,28,47,24,1,27,38
280.0,60,51,28,48,24,1,27,39
290.0,60,51,28,49,24,1,27,40
300.0,60,51,28,49,24,1,27,40
310.0,60,51,28,49,24,1,27,40
